"code";"description"
"NPF0109";"Desactivaci�n no permitida por tener Demanda de Empleo                                                                                                                                          "
"NPF0110";"Cambio de identificador no permitido por procesos internos                                                                                                                                      "
"NPF0111";"Persona F�sica no activa para la CA                                                                                                                                                             "
"NPF0112";"Ubicaci�n auton�mica de la historia de la Demanda: dato err�neo                                                                                                                                 "
"NPF0113";"Ubicaci�n auton�mica de la historia de la Demanda: dato no actualizable                                                                                                                         "
"NPF0114";"No existe ninguna Persona F�sica                                                                                                                                                                "
"NPF0115";"Modificaci�n de datos identificativos no permitida para extranjeros sin NIE ( U / W )                                                                                                           "
"NPF0116";"Persona f�sica duplicada                                                                                                                                                                        "
"NPF0117";"Las copia esclava tiene nivel de sincronizaci�n superior a la maestra                                                                                                                           "
"NPF0118";"El nombre de la v�a p�blica contiene letras min�sculas                                                                                                                                          "
"NPF0119";"El nombre contiene letras min�sculas                                                                                                                                                            "
"NPF0120";"El primer apellido contiene letras min�sculas                                                                                                                                                   "
"NPF0121";"El segundo apellido contiene letras min�sculas                                                                                                                                                  "
"NPF0125";"Causa cambio identificador incorrecta.                                                                                                                                                          "
"NPF0155";"Datos Confidenciales                                                                                                                                                                            "
"NPF0240";"Persona fisica inexistente.                                                                                                                                                                     "
"NPF0303";"Fecha desde mayor que fecha hasta.                                                                                                                                                              "
"NPF1001";"Tipo de documento no permitido en Contrat@                                                                                                                                                      "
"NPF1002";"NAFSS: Dato incompleto                                                                                                                                                                          "
"NPF1003";"Pa�s / municipio de nacimiento: Datos incompatibles                                                                                                                                             "
"NPF1004";"Nivel formativo: Dato no cumplimentado                                                                                                                                                          "
"NPF1005";"Indicador de minusval�a: Formato err�neo ( indicador o fecha )                                                                                                                                  "
"NPF1006";"Validaciones para Contrataci�n correcta. Faltan otros datos                                                                                                                                     "
"NPF1007";"Domicilio de residencia no corresponde con la UAG de la Demanda                                                                                                                                 "
"NPF1008";"Domicilio de residencia incompleto                                                                                                                                                              "
"NPF1009";"Domicilio de notificaci�n en Espa�a, incompatible con pa�s de notificaci�n                                                                                                                      "
"NPF1010";"Domicilio de notificaci�n en el extranjero, incompatible con pa�s de notificaci�n Espa�a                                                                                                        "
"NPF1011";"Tipo de v�a p�blica ( notificaci�n ): Dato obligatorio                                                                                                                                          "
"NPF1012";"Nombre de v�a p�blica ( notificaci�n ): Dato obligatorio                                                                                                                                        "
"NPF1013";"Nombre de v�a p�blica ( notificaci�n ): Contiene caracteres no v�lidos                                                                                                                          "
"NPF1014";"N�mero de v�a p�blica ( notificaci�n ): Dato obligatorio                                                                                                                                        "
"NPF1015";"N�mero de v�a p�blica ( notificaci�n ): No es num�rico o S/N                                                                                                                                    "
"NPF1016";"Escalera de domicilio ( notificaci�n ): Dato err�neo                                                                                                                                            "
"NPF1017";"Piso de domicilio ( notificaci�n ): Dato err�neo                                                                                                                                                "
"NPF1018";"Puerta de domicilio ( notificaci�n ): Dato err�neo                                                                                                                                              "
"NPF1019";"C�digo postal ( notificaci�n ): Dato err�neo                                                                                                                                                    "
"NPF1020";"Texto 1 de domicilio en el extranjero ( notificaci�n ): Dato obligatorio                                                                                                                        "
"NPF1021";"Texto 1 de domicilio en el extranjero ( residencia ): Dato obligatorio                                                                                                                          "
"NPF1022";"Tel�fono contiene menos de seis n�meros                                                                                                                                                         "
"NPF1023";":Fecha fin de minusval�a: Formato err�neo                                                                                                                                                       "
"NPF1024";"Fecha fin de minusval�a: anterior a la existente                                                                                                                                                "
"NPF1025";"Nombre de v�a p�blica ( residencia ): Contiene caracteres no v�lidos                                                                                                                            "
"NPF1026";"Letra de domicilio de residencia: contiene caracteres no v�lidos                                                                                                                                "
"NPF1027";"Dominio incorrecto                                                                                                                                                                              "
"NPF1028";"Primer apellido inexistente en diccionario (aceptar `S`,`N`)                                                                                                                                    "
"NPF1029";"Segundo apellido inexistente en diccionario (aceptar `S`, `N`)                                                                                                                                  "
"NPF1030";"Nombre inexistente en  diccionario (aceptar `S`, `N`)                                                                                                                                           "
"NPF1032";"Seleccione una opci�n                                                                                                                                                                           "
"NPF1033";"Acci�n no permitida, alta/modificacion en curso desde demandas.                                                                                                                                 "
"NPF1034";"Nombre, tiene caracteres no v�lidos                                                                                                                                                             "
"NPF1035";"Primer apellido, tiene caracteres no v�lidos                                                                                                                                                    "
"NPF1036";"Segundo apellido, tiene caracteres no v�lidos                                                                                                                                                   "
"NPF1037";"Valor erroneo para el n�mero de via publica(notificaci�n)                                                                                                                                       "
"NPF1038";"Apellido / nombre introducido es una particula                                                                                                                                                  "
"NPF1039";"Formaci�n, no es num�rico.                                                                                                                                                                      "
"NPF1040";"El nivel de formaci�n debe ser superior al actual                                                                                                                                               "
"NPF1041";"Usuario no autorizado a cambiar la direcci�n de residencia                                                                                                                                      "
"NPF1042";"Error en B.D. de Prestaciones/REASS                                                                                                                                                             "
"NPF1043";"Error en B.D. de Contratos                                                                                                                                                                      "
"NPF1044";"Error en B.D. de Empleo                                                                                                                                                                         "
"NPF1045";"Error en B.D. de Formaci�n                                                                                                                                                                      "
"NPF1046";"Error en B.D. de Escuelas Taller                                                                                                                                                                "
"NPF1047";"Error de par�metros                                                                                                                                                                             "
"NPF1048";"Domicilio de residencia en Espa�a, incompatible con pa�s de residencia                                                                                                                          "
"NPF1049";"Domicilio de residencia en el extranjero, incompatible con pa�s de rsidencia Espa�a                                                                                                             "
"NPF1050";"Nombre de v�a p�blica ( residencia ): Contiene caracteres no v�lidos                                                                                                                            "
"NPF1051";"Error en el c�lculo del n�mero identificativo.                                                                                                                                                  "
"NPF1052";"Para el identificador, existe un duplicado                                                                                                                                                      "
"NPF1053";"Grado de minusval�a, no num�rico                                                                                                                                                                "
"NPF1054";"Indicador de min�svalia incompatible con grado de minusval�a.                                                                                                                                   "
"NPF1055";"Operaci�n anulada                                                                                                                                                                               "
"NPF1056";"Error en B.D.                                                                                                                                                                                   "
"NPF1057";"Registro en uso                                                                                                                                                                                 "
"NPF1058";"Tecla de funci�n no activada                                                                                                                                                                    "
"NPF1059";"Identificador distinto al capturado en la pantalla anterior                                                                                                                                     "
"NPF1060";"Pulse <PF5> para confirmar                                                                                                                                                                      "
"NPF1070";"Identificador de extranjeros incorrecto .                                                                                                                                                       "
"NPF1071";"Datos de minusval�a obligatorios, existe en Empleo Minusval�a.                                                                                                                                  "
"NPF1072";"Car�cter de control, dato obligatorio.                                                                                                                                                          "
"NPF1073";"Formato incorrecto del tel�fono 1 de contacto.                                                                                                                                                  "
"NPF1074";"Formato incorrecto del tel�fono 2 de contacto.                                                                                                                                                  "
"NPF1075";"Formato incorrecto del tel�fono m�vil.                                                                                                                                                          "
"NPF1076";"Formato del n�mero de afiliaci�n a la Seguridad Social incorrecto.                                                                                                                              "
"NPF1077";"Grado de minusval�a err�neo.                                                                                                                                                                    "
"NPF1079";"Localidad / Municipio de notificaci�n dato obligatorio.                                                                                                                                         "
"NPF1080";"C�digo Postal de notificaci�n obligatorio.                                                                                                                                                      "
"NPF1081";"Domicilio de notificaci�n en Espa�a, dato obligatorio.                                                                                                                                          "
"NPF1082";"Pulse <ENTER> para continuar.                                                                                                                                                                   "
"NPF1083";"Fichero de prestaciones bloqueado.                                                                                                                                                              "
"NPF1084";"No realizado, error en Contratos.                                                                                                                                                               "
"NPF1085";"Error acceso a tablas REASS.                                                                                                                                                                    "
"NPF1086";"No realizado, error en datos de Empleo.                                                                                                                                                         "
"NPF1087";"No realizado, error en datos de Formaci�n.                                                                                                                                                      "
"NPF1088";"No realizado, error en datos de ET y CO.                                                                                                                                                        "
"NPF1089";"Ficheros bloqueados.                                                                                                                                                                            "
"NPF1090";"El identificador ha cambiado a:.                                                                                                                                                                "
"NPF1255";"No realizado, error en base datos de entidades comunes.                                                                                                                                         "
"NPF1407";"Persona fisica relacionada.                                                                                                                                                                     "
"NPF1411";"Nacionalidad incompatible con tipo de documento.                                                                                                                                                "
"NPF1416";"Cambio de identificador no permitido.                                                                                                                                                           "
"NPF1417";"Nacionalidad ha de ser espa�ola.                                                                                                                                                                "
"NPF1482";"Tipo de autorizaci�n administrativa obligatorio.                                                                                                                                                "
"NPF1483";"Tipo de autorizaci�n administrativa inexistente.                                                                                                                                                "
"NPF1484";"Fecha fin vigencia autorizaci�n administrativa obligatorio.                                                                                                                                     "
"NPF1485";"Fecha fin vigencia autorizaci�n administrativa inferior actual.                                                                                                                                 "
"NPF1486";"Fecha fin vigencia autorizaci�n administr. formato incorrecto.                                                                                                                                  "
"NPF1487";"Provincia �mbito territorial inexistente.                                                                                                                                                       "
"NPF1488";"Isla del �mbito territorial inexistente.                                                                                                                                                        "
"NPF1489";"Entidad supramunicipal del �mbito territorial inexistente.                                                                                                                                      "
"NPF1490";"Municipio del �mbito territorial inexistente.                                                                                                                                                   "
"NPF1491";"Actividad/ocupaci�n de autorizaci�n administrativa obligatoria.                                                                                                                                 "
"NPF1492";"Actividad/ocupaci�n de autorizaci�n administrativa incorrecto.                                                                                                                                  "
"NPF1493";"No rellene datos de autorizaci�n administrativa.                                                                                                                                                "
"NPF1494";"Entidad supramunicipal incompatible con municipio.                                                                                                                                              "
"NPF1495";"Isla incompatible con entidad supramunicipal.                                                                                                                                                   "
"NPF1496";"Provincia incompatible con isla o con ent. supramunicipal.                                                                                                                                      "
"NPF1900";"Datos incompatible entre pa�s y domicilio                                                                                                                                                       "
"NPF1901";"Primer apellido :  dato obligatorio no cumplimentado. No se acepta la comunicaci�n.                                                                                                             "
"NPF1902";"Nombre : dato obligatorio no cumplimentado. No se acepta la comunicaci�n.                                                                                                                       "
"NPF1903";"En el Apellido / Nombre s�lo se admiten los caracteres A - Z, punto y gui�n. No se acepta la comunicaci�n.                                                                                      "
"NPF1904";"Apellido / Nombre introducido es una part�cula. No se acepta la comunicaci�n.                                                                                                                   "
"NPF1905";"Sexo : dato obligatorio no cumplimentado. No se acepta la comunicaci�n.                                                                                                                         "
"NPF1906";"Nivel de formaci�n : dato obligatorio no cumplimentado. No se acepta la comunicaci�n.                                                                                                           "
"NPF1907";"Indicador de minusval�a : dato obligatorio no cumplimentado. No se acepta la comunicaci�n.                                                                                                      "
"NPF1908";"Indicador de minusval�a err�neo. No se acepta la comunicaci�n.                                                                                                                                  "
"NPF1909";"Grado de minusval�a : dato obligatorio si tiene minusval�a. No se acepta la comunicaci�n.                                                                                                       "
"NPF1910";"Grado de minusvalia incorrecto :  debe ser igual � mayor a 33%. No se acepta la comunicaci�n.                                                                                                   "
"NPF1911";"Pa�s de residencia es dato obligatorio. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1912";"Debe introducir s�lo el domicilio en resid. extranjero. No se acepta la comunicaci�n.                                                                                                           "
"NPF1913";"Debe introducir el domicilio en notif. extranjero. No se acepta la comunicaci�n.                                                                                                                "
"NPF1914";"Tipo de V�a p�blica : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1915";"Nombre de V�a P�blica : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                         "
"NPF1916";"Caracteres y/o valores err�neos para el nombre de V�a P�blica. No se acepta la comunicaci�n.                                                                                                    "
"NPF1917";"N�mero en v�a p�blica : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                         "
"NPF1918";"Valor err�neo para el N�mero de la v�a p�blica. No se acepta la comunicaci�n.                                                                                                                   "
"NPF1919";"Valores incorrectos para Bis / Duplicado. No se acepta la comunicaci�n.                                                                                                                         "
"NPF1920";"Valor incorrecto para el dato Escalera. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1921";"Pais de nacimiento : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                            "
"NPF1922";"Valor incorrecto para el dato Piso. No se acepta la comunicaci�n.                                                                                                                               "
"NPF1923";"Valor incorrecto para Letra � n�mero de puerta. No se acepta la comunicaci�n.                                                                                                                   "
"NPF1924";"C�digo de Localidad / Municipio : dato obligatorio. No se acepta la comunicaci�n.                                                                                                               "
"NPF1925";"C�digo Postal : dato obligaorio. No se acepta la comunicaci�n.                                                                                                                                  "
"NPF1926";"Localidad de nacimiento : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                       "
"NPF1927";"Fecha de nacimiento : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1928";"Valor / Formato de fecha de nacimiento err�neo. No se acepta la comunicaci�n.                                                                                                                   "
"NPF1929";"Nacionalidad actual: dato obligatorio. No se acepta la comunicaci�n.                                                                                                                            "
"NPF1930";"Nacionalidad err�nea respecto a tipo de documento de identificaci�n. No se acepta la comunicaci�n.                                                                                              "
"NPF1931";"El tel�fono de contacto tiene caracteres incorrectos. No se acepta la comunicaci�n.                                                                                                             "
"NPF1932";"N�mero de S.Social : dato obligatorio. No se acepta la comunicaci�n.                                                                                                                            "
"NPF1933";"Valor incorrecto en el n�mero de la S.Social. No se acepta la comunicaci�n.                                                                                                                     "
"NPF1934";"Error en el d�gito de control del n�mero de la S.Social. No se acepta la comunicaci�n.                                                                                                          "
"NPF1935";"Caracteres incorrectos en Ciudad extranjera. No se acepta la comunicaci�n.                                                                                                                      "
"NPF1936";"Pa�s de residencia en el extranjero no puede ser Espa�a. No se acepta la comunicaci�n.                                                                                                          "
"NPF1937";"Error en el documento de identificaci�n para extranjeros. No se acepta la comunicaci�n.                                                                                                         "
"NPF1938";"Numero de identificaci�n de persona : dato obligatorio. No se acepta la comunicaci�n.                                                                                                           "
"NPF1939";"Tipo de documento identificativo err�neo.                                                                                                                                                       "
"NPF1940";"Tipo de documento no permitido para Contrataci�n por Internet. No se acepta la comunicaci�n.                                                                                                    "
"NPF1941";"El N�mero de documento relativo a ese tipo no es un dato correcto. No se acepta la comunicaci�n.                                                                                                "
"NPF1942";"El car�cter de control para el DNI / NIE  no es correcto.                                                                                                                                       "
"NPF1943";"El identificador de persona f�sica ya existe � es err�neo. No se acepta la comunicaci�n.                                                                                                        "
"NPF1944";"C�digo de fichero para transacci�n  de alta err�neo. No se acepta la comunicaci�n.                                                                                                              "
"NPF1945";"Persona F�sica inexistente. No se acepta la comunicaci�n.                                                                                                                                       "
"NPF1946";"C�digo de transacci�n err�neo. No se acepta la comunicaci�n.                                                                                                                                    "
"NPF1947";"Datos incompatibles : Pa�s / Localidad de nacimiento. No se acepta la comunicaci�n.                                                                                                             "
"NPF1948";"Car�cter de control para DNI / NIE :  dato obligatorio. No se acepta la comunicaci�n.                                                                                                           "
"NPF1949";"Error en acceso a datos de P.F. No se acepta la comunicaci�n.                                                                                                                                   "
"NPF1950";"Error en el c�lculo del n�mero del DNI. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1951";"El contenido del dato tiene caracteres no numericos. No se acepta la comunicaci�n.                                                                                                              "
"NPF1952";"Primer apellido inexistente en diccionario. No se acepta la comunicaci�n.                                                                                                                       "
"NPF1953";"Segundo apellido inexistente en diccionario. No se acepta la comunicaci�n.                                                                                                                      "
"NPF1954";"Nombre inexistente en diccionario. No se acepta la comunicaci�n.                                                                                                                                "
"NPF1955";"Nombre asociado a sexo contrario. No se acepta la comunicaci�n.                                                                                                                                 "
"NPF1956";"Fecha fin de discapacidad err�nea. No se acepta la comunicaci�n.                                                                                                                                "
"NPF1957";"Alta de Persona F�sica realizada satisfactoriamente. No se acepta la comunicaci�n.                                                                                                              "
"NPF1958";"Identificador de Persona F�sica existente en Base de datos. No se acepta la comunicaci�n.                                                                                                       "
"NPF1959";"Existe un cambio de Identificador con esta persona. No se acepta la comunicaci�n.                                                                                                               "
"NPF1960";"Operaci�n anulada.  Dominio inadecuado. No se acepta la comunicaci�n.                                                                                                                           "
"NPF1961";"Usuario no autorizado para realizar la transacci�n. No se acepta la comunicaci�n.                                                                                                               "
"NPF1962";"El identificador de persona f�sica ya existe para el fichero de discapacidades. No se acepta la comunicaci�n.                                                                                   "
"NPF1963";"Accion no permitida, alta/modif. en curso desde demandas                                                                                                                                        "
"NPF1964";"Registro bloqueado, intentelo mas adelante.                                                                                                                                                     "
"NPF1965";"No realizado. error en base de datos.                                                                                                                                                           "
"NPF1966";"No realizado. error en base de datos etco.                                                                                                                                                      "
"NPF1967";"Nombre inexistente. busque por caf.                                                                                                                                                             "
"NPF1968";"No rellene la direccion de residencia.                                                                                                                                                          "
"NPF1969";"Direccion de residencia incompleta.                                                                                                                                                             "
"NPF1970";"Validacion de contratos correcta, faltan otros datos.                                                                                                                                           "
"NPF1971";"Usuario no autorizado a cambiar la direccion de residencia.                                                                                                                                     "
"NPF1972";"F. nacimiento o sexo inconsistentes con el fich. demandas.                                                                                                                                      "
"NPF1973";"Registro de demandas holdeado.                                                                                                                                                                  "
"NPF1974";"Existe dir. notificacion sin dir. de residencia.                                                                                                                                                "
"NPF1975";"Oper. anulada. no se relleno domic. resid. requerido.                                                                                                                                           "
"NPF1976";"Domicilio de residencia incompatible con demanda.                                                                                                                                               "
"NPF1977";"Pulse <enter> para continuar.                                                                                                                                                                   "
"NPF1978";"Datos inconsistentes.                                                                                                                                                                           "
"NPF1979";"Error en la modificacion de contratos.                                                                                                                                                          "
"NPF1980";"Nacionalidad incompatible con tipo. intente un c.i.                                                                                                                                             "
"NPF1981";"Codigo de sexo es incorrecto.                                                                                                                                                                   "
"NPF1982";"Codigo de nivel de formacion es erroneo.                                                                                                                                                        "
"NPF1983";"Codigo de via publica es incorrecto.                                                                                                                                                            "
"NPF1984";"Codigo de localidad es erroneo.                                                                                                                                                                 "
"NPF1985";"Codigo postal es erroneo.                                                                                                                                                                       "
"NPF1986";"Localidad de nacimiento es erronea.                                                                                                                                                             "
"NPF1987";"Codigo de pais es incorrecto.                                                                                                                                                                   "
"NPF1988";"La edad es inferior a la edad minima laboral.                                                                                                                                                   "
"NPF1989";"Nacionalidad actual es erronea.                                                                                                                                                                 "
"NPF1990";"Pais de residencia  es incorrecto.                                                                                                                                                              "
"NPF1991";"Certificaci�n de datos con la DGP (`S`, `N`). No se acepta la comunicaci�n.                                                                                                                     "
"NPF1992";"Teclee un s�lo identificador de persona. No se acepta la comunicaci�n.                                                                                                                          "
"NPF1993";"Dato no requerido para el tipo de identificador. No se acepta la comunicaci�n.                                                                                                                  "
"NPF1994";"Identificador distinto al capturado en la pantalla anterior. No se acepta la comunicaci�n.                                                                                                      "
"NPF1995";"Grado o fecha de minusvalia incompatible.                                                                                                                                                       "
"NPF1996";"El nivel de formacion debe ser superior al actual.                                                                                                                                              "
"NPF1997";"No hay identificador disponible.consulte a su c.atencion.                                                                                                                                       "
"NPF1998";"Formato incorrecto del identificador.                                                                                                                                                           "
"NPF1999";"Domicilio no se corresponde con u.a.g.                                                                                                                                                          "
"NTA1981";"C�digo de SEXO no existe en Tablas. No se acepta la comunicaci�n.                                                                                                                               "
